"company","address_line_1","city","zipcode","naics8_descriptions","employee_size_location","sales_volume_location","state","full_add","lat","long"
"SMOOTH THAI RESTAURANT","55 CYRIL MAGNIN ST","SAN FRANCISCO",94102,"FULL-SERVICE RESTAURANTS",6,427,"CA","55 CYRIL MAGNIN ST, SAN FRANCISCO, CA, 94102",37.78487155,-122.408824269975
"SUBWAY","147 MASON ST","SAN FRANCISCO",94102,"FULL-SERVICE RESTAURANTS",2,143,"CA","147 MASON ST, SAN FRANCISCO, CA, 94102",37.784781877551,-122.409501714286
"CABLE 55","55 CYRIL MAGNIN ST","SAN FRANCISCO",94102,"FULL-SERVICE RESTAURANTS",6,427,"CA","55 CYRIL MAGNIN ST, SAN FRANCISCO, CA, 94102",37.78487155,-122.408824269975
"QUICK STOP","1072 MARKET ST","SAN FRANCISCO",94102,"FULL-SERVICE RESTAURANTS",1,72,"CA","1072 MARKET ST, SAN FRANCISCO, CA, 94102",37.7766243,-122.4173029
"CAFE MIRTILLE","87 MCALLISTER ST","SAN FRANCISCO",94102,"FULL-SERVICE RESTAURANTS",6,427,"CA","87 MCALLISTER ST, SAN FRANCISCO, CA, 94102",37.780787,-122.413376
"GOLDEN PHOENIX","45 MCALLISTER ST","SAN FRANCISCO",94102,"FULL-SERVICE RESTAURANTS",6,427,"CA","45 MCALLISTER ST, SAN FRANCISCO, CA, 94102",37.7810973409091,-122.412992431818
"SIAM CITY INC","201 ELLIS ST","SAN FRANCISCO",94102,"FULL-SERVICE RESTAURANTS",6,427,"CA","201 ELLIS ST, SAN FRANCISCO, CA, 94102",37.785182,-122.409635
"KIN KHAO","55 CYRIL MAGNIN ST","SAN FRANCISCO",94102,"FULL-SERVICE RESTAURANTS",6,427,"CA","55 CYRIL MAGNIN ST, SAN FRANCISCO, CA, 94102",37.78487155,-122.408824269975
"SAMMY'S CAFE & MARKET","240 TAYLOR ST","SAN FRANCISCO",94102,"FULL-SERVICE RESTAURANTS",6,427,"CA","240 TAYLOR ST, SAN FRANCISCO, CA, 94102",37.7847249,-122.4109405
"TBD RESTAURANT CORP","129 ELLIS ST","SAN FRANCISCO",94102,"FULL-SERVICE RESTAURANTS",6,427,"CA","129 ELLIS ST, SAN FRANCISCO, CA, 94102",37.78518525,-122.408358982336
"PUNJAB KABAB HOUSE","101 EDDY ST","SAN FRANCISCO",94102,"FULL-SERVICE RESTAURANTS",2,143,"CA","101 EDDY ST, SAN FRANCISCO, CA, 94102",37.7842248,-122.4094626
"CAFE 44","111 MASON ST","SAN FRANCISCO",94102,"FULL-SERVICE RESTAURANTS",6,427,"CA","111 MASON ST, SAN FRANCISCO, CA, 94102",37.78449205,-122.409594962105
"FARMERBROWN","25 MASON ST","SAN FRANCISCO",94102,"FULL-SERVICE RESTAURANTS",6,427,"CA","25 MASON ST, SAN FRANCISCO, CA, 94102",37.7834959,-122.4092431
"LITTLE DELHI","83 EDDY ST","SAN FRANCISCO",94102,"FULL-SERVICE RESTAURANTS",8,570,"CA","83 EDDY ST, SAN FRANCISCO, CA, 94102",37.7842286,-122.4090955
"TAQUERRIA CASTILLO V 2","10 MASON ST","SAN FRANCISCO",94102,"FULL-SERVICE RESTAURANTS",3,214,"CA","10 MASON ST, SAN FRANCISCO, CA, 94102",37.7838171,-122.4090682
"OLD SIAM THAI RESTAURANT","201 ELLIS ST","SAN FRANCISCO",94102,"FULL-SERVICE RESTAURANTS",4,285,"CA","201 ELLIS ST, SAN FRANCISCO, CA, 94102",37.785182,-122.409635
"BANDHAN LLC","83 EDDY ST","SAN FRANCISCO",94102,"FULL-SERVICE RESTAURANTS",6,427,"CA","83 EDDY ST, SAN FRANCISCO, CA, 94102",37.7842286,-122.4090955
"POPSON'S BURGERS","998 MARKET ST","SAN FRANCISCO",94102,"FULL-SERVICE RESTAURANTS",6,427,"CA","998 MARKET ST, SAN FRANCISCO, CA, 94102",37.7824666,-122.410406
"WAYSTONE WINE BAR","992 MARKET ST","SAN FRANCISCO",94102,"FULL-SERVICE RESTAURANTS",6,427,"CA","992 MARKET ST, SAN FRANCISCO, CA, 94102",37.7766243,-122.4173029
"SIKAND RESTAURANT LLC","111 MASON ST","SAN FRANCISCO",94102,"FULL-SERVICE RESTAURANTS",6,427,"CA","111 MASON ST, SAN FRANCISCO, CA, 94102",37.78449205,-122.409594962105
"TURN CAFE","28 CYRIL MAGNIN ST","SAN FRANCISCO",94102,"FULL-SERVICE RESTAURANTS",6,427,"CA","28 CYRIL MAGNIN ST, SAN FRANCISCO, CA, 94102",37.7842308333333,-122.408166333333
"DOSA ALLEE","1020 MARKET ST","SAN FRANCISCO",94102,"FULL-SERVICE RESTAURANTS",6,427,"CA","1020 MARKET ST, SAN FRANCISCO, CA, 94102",37.7821397,-122.4107732
"BACARO","39 TAYLOR ST","SAN FRANCISCO",94102,"FULL-SERVICE RESTAURANTS",5,356,"CA","39 TAYLOR ST, SAN FRANCISCO, CA, 94102",37.7827733,-122.410839
"PALACE OF SPICES INC","173 EDDY ST","SAN FRANCISCO",94102,"FULL-SERVICE RESTAURANTS",6,427,"CA","173 EDDY ST, SAN FRANCISCO, CA, 94102",37.78395425,-122.41040166888
"YRSINT","940 MARKET ST","SAN FRANCISCO",94102,"FULL-SERVICE RESTAURANTS",6,427,"CA","940 MARKET ST, SAN FRANCISCO, CA, 94102",37.7836674,-122.4088539
"CARL'S JR","1 HALLIDIE PLZ","SAN FRANCISCO",94102,"FULL-SERVICE RESTAURANTS",27,1922,"CA","1 HALLIDIE PLZ, SAN FRANCISCO, CA, 94102",37.7842915,-122.4087225
"PUCCINI & PINETTI","129 ELLIS ST","SAN FRANCISCO",94102,"FULL-SERVICE RESTAURANTS",50,3559,"CA","129 ELLIS ST, SAN FRANCISCO, CA, 94102",37.78518525,-122.408358982336
"KUSINA NI TESS","237 ELLIS ST","SAN FRANCISCO",94102,"FULL-SERVICE RESTAURANTS",4,285,"CA","237 ELLIS ST, SAN FRANCISCO, CA, 94102",37.78488505,-122.410272443339
"TAQUERIA CASTILLO","86 MCALLISTER ST","SAN FRANCISCO",94102,"FULL-SERVICE RESTAURANTS",2,143,"CA","86 MCALLISTER ST, SAN FRANCISCO, CA, 94102",37.7810727,-122.4133912
"HAYES STREET GRILL","320 HAYES ST","SAN FRANCISCO",94102,"FULL-SERVICE RESTAURANTS",50,3559,"CA","320 HAYES ST, SAN FRANCISCO, CA, 94102",37.7771407,-122.421869
"TRUE SAKE","560 HAYES ST","SAN FRANCISCO",94102,"FULL-SERVICE RESTAURANTS",4,285,"CA","560 HAYES ST, SAN FRANCISCO, CA, 94102",37.7766529,-122.425606
"JARDINIERE","300 GROVE ST","SAN FRANCISCO",94102,"FULL-SERVICE RESTAURANTS",83,5907,"CA","300 GROVE ST, SAN FRANCISCO, CA, 94102",37.77819205,-122.42179599328
"SMUGGLERS COVE","650 GOUGH ST","SAN FRANCISCO",94102,"FULL-SERVICE RESTAURANTS",6,427,"CA","650 GOUGH ST, SAN FRANCISCO, CA, 94102",37.7793996,-122.423343
"PATXI'S PIZZA","511 HAYES ST","SAN FRANCISCO",94102,"FULL-SERVICE RESTAURANTS",6,427,"CA","511 HAYES ST, SAN FRANCISCO, CA, 94102",37.7765368,-122.424902
"GROVE","301 HAYES ST","SAN FRANCISCO",94102,"FULL-SERVICE RESTAURANTS",35,2491,"CA","301 HAYES ST, SAN FRANCISCO, CA, 94102",37.7769458,-122.421469
"NOJO RESTAURANT","231 FRANKLIN ST","SAN FRANCISCO",94102,"FULL-SERVICE RESTAURANTS",6,427,"CA","231 FRANKLIN ST, SAN FRANCISCO, CA, 94102",37.7768124,-122.4214411
"DOBBS FERRY RESTAURANT","406 HAYES ST","SAN FRANCISCO",94102,"FULL-SERVICE RESTAURANTS",6,427,"CA","406 HAYES ST, SAN FRANCISCO, CA, 94102",37.7769616,-122.423263
"BIERGARTEN LLC","424 OCTAVIA ST","SAN FRANCISCO",94102,"FULL-SERVICE RESTAURANTS",6,427,"CA","424 OCTAVIA ST, SAN FRANCISCO, CA, 94102",37.77605515,-122.424091745356
"LERS ROS THAI","307 HAYES ST","SAN FRANCISCO",94102,"FULL-SERVICE RESTAURANTS",6,427,"CA","307 HAYES ST, SAN FRANCISCO, CA, 94102",37.7769407,-122.4216559
"LUNCHPAD","581 HAYES ST","SAN FRANCISCO",94102,"FULL-SERVICE RESTAURANTS",6,427,"CA","581 HAYES ST, SAN FRANCISCO, CA, 94102",37.77638,-122.42589
"BURGERS 355","488A HAYES ST","SAN FRANCISCO",94102,"FULL-SERVICE RESTAURANTS",6,427,"CA","488A HAYES ST, SAN FRANCISCO, CA, 94102",37.7772996,-122.4197525
"PAPITO HAYES","425 HAYES ST # A","SAN FRANCISCO",94102,"FULL-SERVICE RESTAURANTS",6,427,"CA","425 HAYES ST # A, SAN FRANCISCO, CA, 94102",37.7765867,-122.423414637349
"TALBOT CAFE","244 GOUGH ST","SAN FRANCISCO",94102,"FULL-SERVICE RESTAURANTS",3,214,"CA","244 GOUGH ST, SAN FRANCISCO, CA, 94102",37.7757203265306,-122.422636204082
"MONSIEUR BENJAMIN","451 GOUGH ST","SAN FRANCISCO",94102,"FULL-SERVICE RESTAURANTS",6,427,"CA","451 GOUGH ST, SAN FRANCISCO, CA, 94102",37.7774632,-122.4232334
"ABSINTHE BRASSERIE & BAR","398 HAYES ST","SAN FRANCISCO",94102,"FULL-SERVICE RESTAURANTS",6,427,"CA","398 HAYES ST, SAN FRANCISCO, CA, 94102",37.777038,-122.422855
"BAI THONG","298 GOUGH ST","SAN FRANCISCO",94102,"FULL-SERVICE RESTAURANTS",4,285,"CA","298 GOUGH ST, SAN FRANCISCO, CA, 94102",37.775869,-122.4226658
"MIETTE","449 OCTAVIA ST","SAN FRANCISCO",94102,"FULL-SERVICE RESTAURANTS",5,356,"CA","449 OCTAVIA ST, SAN FRANCISCO, CA, 94102",37.77633,-122.4246808
"STACKS","501 HAYES ST","SAN FRANCISCO",94102,"FULL-SERVICE RESTAURANTS",40,2847,"CA","501 HAYES ST, SAN FRANCISCO, CA, 94102",37.7765452,-122.424782
"DOUBLE DECKER","465 GROVE ST","SAN FRANCISCO",94102,"FULL-SERVICE RESTAURANTS",6,427,"CA","465 GROVE ST, SAN FRANCISCO, CA, 94102",37.7776122,-122.423864855936
"LOVING CUP","535 OCTAVIA ST","SAN FRANCISCO",94102,"FULL-SERVICE RESTAURANTS",6,427,"CA","535 OCTAVIA ST, SAN FRANCISCO, CA, 94102",37.7771768,-122.4248533
"PLAJ RESTAURANT","333 FULTON ST","SAN FRANCISCO",94102,"FULL-SERVICE RESTAURANTS",18,1281,"CA","333 FULTON ST, SAN FRANCISCO, CA, 94102",37.77863745,-122.422220684833
"CALA","149 FELL ST","SAN FRANCISCO",94102,"FULL-SERVICE RESTAURANTS",6,427,"CA","149 FELL ST, SAN FRANCISCO, CA, 94102",37.7760022,-122.4203132
"NIGHTBIRD","330 GOUGH ST","SAN FRANCISCO",94102,"FULL-SERVICE RESTAURANTS",6,427,"CA","330 GOUGH ST, SAN FRANCISCO, CA, 94102",37.77637,-122.4227251
"BOBA GUYS","8 OCTAVIA ST","SAN FRANCISCO",94102,"FULL-SERVICE RESTAURANTS",6,427,"CA","8 OCTAVIA ST, SAN FRANCISCO, CA, 94102",37.7728838,-122.4234875
"CAFE CREME DE HAYES VALLEY LLC","50 OAK ST","SAN FRANCISCO",94102,"FULL-SERVICE RESTAURANTS",6,427,"CA","50 OAK ST, SAN FRANCISCO, CA, 94102",37.77553895,-122.420394104124
"DIABLO RESTAURANT","409 GOUGH ST","SAN FRANCISCO",94102,"FULL-SERVICE RESTAURANTS",6,427,"CA","409 GOUGH ST, SAN FRANCISCO, CA, 94102",37.7770322,-122.4231714
"NINA'S CAFE","201 FELL ST","SAN FRANCISCO",94102,"FULL-SERVICE RESTAURANTS",2,143,"CA","201 FELL ST, SAN FRANCISCO, CA, 94102",37.776058,-122.421285
"BURGER KING","819 VAN NESS AVE","SAN FRANCISCO",94109,"FULL-SERVICE RESTAURANTS",58,2447,"CA","819 VAN NESS AVE, SAN FRANCISCO, CA, 94109",37.7831519,-122.4211223
"ISTITUTO ITALIANO DI CULTURA","601 VAN NESS AVE # F","SAN FRANCISCO",94102,"FULL-SERVICE RESTAURANTS",6,427,"CA","601 VAN NESS AVE # F, SAN FRANCISCO, CA, 94102",37.7817206,-122.421472
"BUSINESS LINKS","601 VAN NESS AVE","SAN FRANCISCO",94102,"FULL-SERVICE RESTAURANTS",6,427,"CA","601 VAN NESS AVE, SAN FRANCISCO, CA, 94102",37.7811242,-122.4207576
"ROUND TABLE PIZZA","801 VAN NESS AVE","SAN FRANCISCO",94109,"FULL-SERVICE RESTAURANTS",20,1424,"CA","801 VAN NESS AVE, SAN FRANCISCO, CA, 94109",37.7830448421053,-122.420661184211
"MAX'S OPERA CAFE","601 VAN NESS AVE","SAN FRANCISCO",94102,"FULL-SERVICE RESTAURANTS",25,1780,"CA","601 VAN NESS AVE, SAN FRANCISCO, CA, 94102",37.7811242,-122.4207576
"SAIGON SANDWICHES","560 LARKIN ST","SAN FRANCISCO",94102,"FULL-SERVICE RESTAURANTS",4,285,"CA","560 LARKIN ST, SAN FRANCISCO, CA, 94102",37.7831103,-122.4173562
"ALLSTAR DONUTS & BURGERS","290 GOLDEN GATE AVE","SAN FRANCISCO",94102,"FULL-SERVICE RESTAURANTS",2,143,"CA","290 GOLDEN GATE AVE, SAN FRANCISCO, CA, 94102",37.7817861,-122.4154174
"FIESTA TACOS","250 GOLDEN GATE AVE","SAN FRANCISCO",94102,"FULL-SERVICE RESTAURANTS",5,356,"CA","250 GOLDEN GATE AVE, SAN FRANCISCO, CA, 94102",37.7818863,-122.4147299
"HAI'S RESTAURANT","227 HYDE ST","SAN FRANCISCO",94102,"FULL-SERVICE RESTAURANTS",3,214,"CA","227 HYDE ST, SAN FRANCISCO, CA, 94102",37.78291245,-122.416123180134
"BENTO HOUSE","448 LARKIN ST","SAN FRANCISCO",94102,"FULL-SERVICE RESTAURANTS",6,427,"CA","448 LARKIN ST, SAN FRANCISCO, CA, 94102",37.7820856,-122.4171755
"BALO VIETNAMESE EATERY","426 LARKIN ST","SAN FRANCISCO",94102,"FULL-SERVICE RESTAURANTS",6,427,"CA","426 LARKIN ST, SAN FRANCISCO, CA, 94102",37.7818917,-122.4171223
"AROMA CAFE","528 LARKIN ST","SAN FRANCISCO",94102,"FULL-SERVICE RESTAURANTS",6,427,"CA","528 LARKIN ST, SAN FRANCISCO, CA, 94102",37.7827554,-122.4172734
"DUMPLINGS","380 GOLDEN GATE AVE","SAN FRANCISCO",94102,"FULL-SERVICE RESTAURANTS",6,427,"CA","380 GOLDEN GATE AVE, SAN FRANCISCO, CA, 94102",37.781604,-122.4169468
"EL CASTILLITO TAQUERIA STAR","250 GOLDEN GATE AVE","SAN FRANCISCO",94102,"FULL-SERVICE RESTAURANTS",6,427,"CA","250 GOLDEN GATE AVE, SAN FRANCISCO, CA, 94102",37.7818863,-122.4147299
"EMPERORS KITCHEN","418 LARKIN ST","SAN FRANCISCO",94102,"FULL-SERVICE RESTAURANTS",3,214,"CA","418 LARKIN ST, SAN FRANCISCO, CA, 94102",37.7817938,-122.4171045
"GATEWAY CROISSANT","390 GOLDEN GATE AVE","SAN FRANCISCO",94102,"FULL-SERVICE RESTAURANTS",4,285,"CA","390 GOLDEN GATE AVE, SAN FRANCISCO, CA, 94102",37.7815953,-122.4170675
"JIN MI BBQ & TOFU","366 GOLDEN GATE AVE","SAN FRANCISCO",94102,"FULL-SERVICE RESTAURANTS",6,427,"CA","366 GOLDEN GATE AVE, SAN FRANCISCO, CA, 94102",37.7816286,-122.4166811
"MONG THU CAFE","248 HYDE ST","SAN FRANCISCO",94102,"FULL-SERVICE RESTAURANTS",6,427,"CA","248 HYDE ST, SAN FRANCISCO, CA, 94102",37.7832537,-122.415712
"A & J BELLO INC","370 GOLDEN GATE AVE","SAN FRANCISCO",94102,"FULL-SERVICE RESTAURANTS",5,356,"CA","370 GOLDEN GATE AVE, SAN FRANCISCO, CA, 94102",37.7816247,-122.4167149
"MRCRAVE/BISTRO + CAFE","655 ELLIS ST","SAN FRANCISCO",94109,"FULL-SERVICE RESTAURANTS",6,427,"CA","655 ELLIS ST, SAN FRANCISCO, CA, 94109",37.7840381,-122.41689337
"LAPHET","448 LARKIN ST","SAN FRANCISCO",94102,"FULL-SERVICE RESTAURANTS",6,427,"CA","448 LARKIN ST, SAN FRANCISCO, CA, 94102",37.7820856,-122.4171755
"HIMALAYAN PIZZA & MOMO","288 GOLDEN GATE AVE","SAN FRANCISCO",94102,"FULL-SERVICE RESTAURANTS",6,427,"CA","288 GOLDEN GATE AVE, SAN FRANCISCO, CA, 94102",37.7817931,-122.4153387
"TU KIM CAFE","609 ELLIS ST","SAN FRANCISCO",94109,"FULL-SERVICE RESTAURANTS",1,72,"CA","609 ELLIS ST, SAN FRANCISCO, CA, 94109",37.7842107,-122.416507556129
"SING SING SANDWICH SHOP","309 HYDE ST","SAN FRANCISCO",94109,"FULL-SERVICE RESTAURANTS",1,72,"CA","309 HYDE ST, SAN FRANCISCO, CA, 94109",37.7838049,-122.4160942
"GOLDEN KIM TAR RESTAURANT","434 LARKIN ST","SAN FRANCISCO",94102,"FULL-SERVICE RESTAURANTS",5,356,"CA","434 LARKIN ST, SAN FRANCISCO, CA, 94102",37.7819684,-122.4171513
"TU LAN","8 6TH ST","SAN FRANCISCO",94103,"FULL-SERVICE RESTAURANTS",13,926,"CA","8 6TH ST, SAN FRANCISCO, CA, 94103",37.7818767,-122.410081
"SPICY GAREND RESTAURANT","996 MISSION ST","SAN FRANCISCO",94103,"FULL-SERVICE RESTAURANTS",3,214,"CA","996 MISSION ST, SAN FRANCISCO, CA, 94103",37.7812577,-122.4086239
"MONTEREY PIZZA & ASIAN ZAP","87 6TH ST","SAN FRANCISCO",94103,"FULL-SERVICE RESTAURANTS",3,214,"CA","87 6TH ST, SAN FRANCISCO, CA, 94103",37.781189,-122.408835571429
"S F PIZZA","1270 MISSION ST","SAN FRANCISCO",94103,"FULL-SERVICE RESTAURANTS",3,214,"CA","1270 MISSION ST, SAN FRANCISCO, CA, 94103",37.7767576,-122.414354163699
"TOKYO EXPRESS","814 MISSION ST","SAN FRANCISCO",94103,"FULL-SERVICE RESTAURANTS",6,427,"CA","814 MISSION ST, SAN FRANCISCO, CA, 94103",37.7842092885377,-122.404754034255
"SOMA PIZZA","140 7TH ST","SAN FRANCISCO",94103,"FULL-SERVICE RESTAURANTS",6,427,"CA","140 7TH ST, SAN FRANCISCO, CA, 94103",37.7785016,-122.410494217439
"SAN FRANCISCO PIZZA CO","833 MISSION ST","SAN FRANCISCO",94103,"FULL-SERVICE RESTAURANTS",6,427,"CA","833 MISSION ST, SAN FRANCISCO, CA, 94103",37.7836083877551,-122.405221938776
"PRANZO PIZZA","32 6TH ST","SAN FRANCISCO",94103,"FULL-SERVICE RESTAURANTS",6,427,"CA","32 6TH ST, SAN FRANCISCO, CA, 94103",37.78145075,-122.409911684319
"SOMA RESTAURANT & BAR","85 5TH ST","SAN FRANCISCO",94103,"FULL-SERVICE RESTAURANTS",6,427,"CA","85 5TH ST, SAN FRANCISCO, CA, 94103",37.7830978,-122.406625072807
"CHARLEYS PHILLY STEAKS","845 MARKET ST","SAN FRANCISCO",94103,"FULL-SERVICE RESTAURANTS",3,214,"CA","845 MARKET ST, SAN FRANCISCO, CA, 94103",37.78411105,-122.406377917188
"MOYA","121 9TH ST","SAN FRANCISCO",94103,"FULL-SERVICE RESTAURANTS",3,214,"CA","121 9TH ST, SAN FRANCISCO, CA, 94103",37.7760673157895,-122.414360105263
"BAR 888","888 HOWARD ST","SAN FRANCISCO",94103,"FULL-SERVICE RESTAURANTS",10,712,"CA","888 HOWARD ST, SAN FRANCISCO, CA, 94103",37.78206885,-122.404801630541
"EDUCATED PALATE","88 4TH ST","SAN FRANCISCO",94103,"FULL-SERVICE RESTAURANTS",40,2847,"CA","88 4TH ST, SAN FRANCISCO, CA, 94103",37.784557,-122.404729652001
"SOMA PIZZA","104 7TH ST","SAN FRANCISCO",94103,"FULL-SERVICE RESTAURANTS",6,427,"CA","104 7TH ST, SAN FRANCISCO, CA, 94103",37.7790430909091,-122.410872181818
"4505 MEATS","1246 HOWARD ST","SAN FRANCISCO",94103,"FULL-SERVICE RESTAURANTS",5,356,"CA","1246 HOWARD ST, SAN FRANCISCO, CA, 94103",37.77580875,-122.412587917695
"BOX KITCHEN","431 NATOMA ST","SAN FRANCISCO",94103,"FULL-SERVICE RESTAURANTS",6,427,"CA","431 NATOMA ST, SAN FRANCISCO, CA, 94103",37.7812256,-122.4062574
"HOMESKILLET","1001 MARKET ST","SAN FRANCISCO",94103,"FULL-SERVICE RESTAURANTS",6,427,"CA","1001 MARKET ST, SAN FRANCISCO, CA, 94103",37.7820031,-122.4102485
"CAVALIER","360 JESSIE ST","SAN FRANCISCO",94103,"FULL-SERVICE RESTAURANTS",6,427,"CA","360 JESSIE ST, SAN FRANCISCO, CA, 94103",37.7833605,-122.406933
"CAFE VENUE FIFTH","67 5TH ST","SAN FRANCISCO",94103,"FULL-SERVICE RESTAURANTS",6,427,"CA","67 5TH ST, SAN FRANCISCO, CA, 94103",37.783201,-122.4068367
"FIRE OF BRAZIL EXPRESS","865 MARKET ST # A","SAN FRANCISCO",94103,"FULL-SERVICE RESTAURANTS",6,427,"CA","865 MARKET ST # A, SAN FRANCISCO, CA, 94103",37.7835636,-122.4070397
"MONTESACRO PINSERIA","510 STEVENSON ST","SAN FRANCISCO",94103,"FULL-SERVICE RESTAURANTS",6,427,"CA","510 STEVENSON ST, SAN FRANCISCO, CA, 94103",37.7815704,-122.4100938
"TAQUERIA CANCUN","1003 MARKET ST","SAN FRANCISCO",94103,"FULL-SERVICE RESTAURANTS",7,499,"CA","1003 MARKET ST, SAN FRANCISCO, CA, 94103",37.7819769,-122.4102836
"CHICO'S PIZZA","131 6TH ST","SAN FRANCISCO",94103,"FULL-SERVICE RESTAURANTS",2,143,"CA","131 6TH ST, SAN FRANCISCO, CA, 94103",37.7806971,-122.4081422
"MAGIC WOK","84 9TH ST","SAN FRANCISCO",94103,"FULL-SERVICE RESTAURANTS",5,356,"CA","84 9TH ST, SAN FRANCISCO, CA, 94103",37.7763063541667,-122.414951020833
"MARKET STREET GRILL","1231 MARKET ST","SAN FRANCISCO",94103,"FULL-SERVICE RESTAURANTS",30,2135,"CA","1231 MARKET ST, SAN FRANCISCO, CA, 94103",37.7781558,-122.4150921
"SEVEN MISSION RESTAURANT","150 7TH ST","SAN FRANCISCO",94103,"FULL-SERVICE RESTAURANTS",4,285,"CA","150 7TH ST, SAN FRANCISCO, CA, 94103",37.7783983,-122.41030724047
"MEL'S DRIVE-IN","801 MISSION ST","SAN FRANCISCO",94103,"FULL-SERVICE RESTAURANTS",1,72,"CA","801 MISSION ST, SAN FRANCISCO, CA, 94103",37.7841426,-122.404448
"CHIEFTAIN IRISH PUB & RSTRNT","198 5TH ST","SAN FRANCISCO",94103,"FULL-SERVICE RESTAURANTS",10,712,"CA","198 5TH ST, SAN FRANCISCO, CA, 94103",37.7814985,-122.4052119
"SUBWAY","1099 MISSION ST","SAN FRANCISCO",94103,"FULL-SERVICE RESTAURANTS",10,712,"CA","1099 MISSION ST, SAN FRANCISCO, CA, 94103",37.779241,-122.410753
"LUCE RESTAURANT","888 HOWARD ST","SAN FRANCISCO",94103,"FULL-SERVICE RESTAURANTS",30,2135,"CA","888 HOWARD ST, SAN FRANCISCO, CA, 94103",37.78206885,-122.404801630541
"MISS SAIGON","100 6TH ST","SAN FRANCISCO",94103,"FULL-SERVICE RESTAURANTS",6,427,"CA","100 6TH ST, SAN FRANCISCO, CA, 94103",37.7807775,-122.4087266
"GREEN PAPAYA","825 MISSION ST","SAN FRANCISCO",94103,"FULL-SERVICE RESTAURANTS",10,712,"CA","825 MISSION ST, SAN FRANCISCO, CA, 94103",37.7837982,-122.4048888
"54 MINT","16 MINT PLZ","SAN FRANCISCO",94103,"FULL-SERVICE RESTAURANTS",6,427,"CA","16 MINT PLZ, SAN FRANCISCO, CA, 94103",37.78266495,-122.407991368725
"ZPIZZA","883 MISSION ST","SAN FRANCISCO",94103,"FULL-SERVICE RESTAURANTS",6,427,"CA","883 MISSION ST, SAN FRANCISCO, CA, 94103",37.7832293061225,-122.405701530612
"FLYING FALAFEL","1051 MARKET ST","SAN FRANCISCO",94103,"FULL-SERVICE RESTAURANTS",6,427,"CA","1051 MARKET ST, SAN FRANCISCO, CA, 94103",37.7811119,-122.411035882419
"TERRY PHAN","150 7TH ST","SAN FRANCISCO",94103,"FULL-SERVICE RESTAURANTS",6,427,"CA","150 7TH ST, SAN FRANCISCO, CA, 94103",37.7783983,-122.41030724047
"EDEN RESTAURANT LLC","8 MINT PLZ","SAN FRANCISCO",94103,"FULL-SERVICE RESTAURANTS",6,427,"CA","8 MINT PLZ, SAN FRANCISCO, CA, 94103",37.7827193571429,-122.407685142857
"AMERICAN PACIFIC INTL CAPITAL","121 7TH ST","SAN FRANCISCO",94103,"FULL-SERVICE RESTAURANTS",6,427,"CA","121 7TH ST, SAN FRANCISCO, CA, 94103",37.778881,-122.409830062966
"KEYSTONE","68 4TH ST","SAN FRANCISCO",94103,"FULL-SERVICE RESTAURANTS",100,7117,"CA","68 4TH ST, SAN FRANCISCO, CA, 94103",37.7848759,-122.404977
"THOUGHTS STYLE CUISINE","139 8TH ST","SAN FRANCISCO",94103,"FULL-SERVICE RESTAURANTS",6,427,"CA","139 8TH ST, SAN FRANCISCO, CA, 94103",37.7771858,-122.4125864
"ALLSTAR CAFE","98 9TH ST","SAN FRANCISCO",94103,"FULL-SERVICE RESTAURANTS",6,427,"CA","98 9TH ST, SAN FRANCISCO, CA, 94103",37.7763302,-122.4150671
"NEW SUPREMO","87 6TH ST","SAN FRANCISCO",94103,"FULL-SERVICE RESTAURANTS",6,427,"CA","87 6TH ST, SAN FRANCISCO, CA, 94103",37.781189,-122.408835571429
"SLICE OF LIFE CAFE","1380 HOWARD ST","SAN FRANCISCO",94103,"FULL-SERVICE RESTAURANTS",6,427,"CA","1380 HOWARD ST, SAN FRANCISCO, CA, 94103",37.77446915,-122.41442945
"NEW MAGIC WOK","88 9TH ST","SAN FRANCISCO",94103,"FULL-SERVICE RESTAURANTS",6,427,"CA","88 9TH ST, SAN FRANCISCO, CA, 94103",37.7762933958333,-122.414934729167
"TEO","1111 MISSION ST","SAN FRANCISCO",94103,"FULL-SERVICE RESTAURANTS",22,1566,"CA","1111 MISSION ST, SAN FRANCISCO, CA, 94103",37.7790091,-122.4109149
"POKE BAR","1355 MARKET ST","SAN FRANCISCO",94103,"FULL-SERVICE RESTAURANTS",6,427,"CA","1355 MARKET ST, SAN FRANCISCO, CA, 94103",37.77671585,-122.416583210199
"STREET TACO","83 9TH ST","SAN FRANCISCO",94103,"FULL-SERVICE RESTAURANTS",4,285,"CA","83 9TH ST, SAN FRANCISCO, CA, 94103",37.7766534444444,-122.415094555556
"K-OZ RESTAURANT & BREWERY","121 7TH ST","SAN FRANCISCO",94103,"FULL-SERVICE RESTAURANTS",6,427,"CA","121 7TH ST, SAN FRANCISCO, CA, 94103",37.778881,-122.409830062966
"STRAND CAFE","1127 MARKET ST","SAN FRANCISCO",94103,"FULL-SERVICE RESTAURANTS",6,427,"CA","1127 MARKET ST, SAN FRANCISCO, CA, 94103",37.77963845,-122.412897054202
"FIFTH STREET CAFE CORP","155 5TH ST","SAN FRANCISCO",94103,"FULL-SERVICE RESTAURANTS",6,427,"CA","155 5TH ST, SAN FRANCISCO, CA, 94103",37.78240445,-122.405237364247
